gene_id,gene_name,gene_type,replicated_overall_rank,overall_rank,average_rank,n_withinTop100,Br6522_LC_1_round1_single,Br6522_LC_2_round1_single,Br8153_LC_round2_left,Br8153_LC_round2_right,Br2701_LC_round2_top,Br2701_LC_round2_bottom,Br6522_LC_round3_leftbottom,Br6522_LC_round3_right,Br8079_LC_round3_left,Br8079_LC_round3_right,Br2701_LC_round3_left,Br2701_LC_round3_right,Br8153_LC_round3_left
ENSG00000011021,CLCN6,protein_coding,NA,2218.5,1654.333333,0,1189,NA,NA,NA,NA,NA,1807,1967,NA,NA,NA,NA,NA
ENSG00000143420,ENSA,protein_coding,NA,2218.5,1654.333333,0,2227,NA,NA,NA,NA,NA,1269,1467,NA,NA,NA,NA,NA
ENSG00000114544,SLC41A3,protein_coding,NA,2220,1654.666667,0,894,NA,NA,NA,NA,NA,979,3091,NA,NA,NA,NA,NA
ENSG00000164609,SLU7,protein_coding,NA,2221,1655.666667,0,991,NA,NA,NA,NA,NA,1513,2463,NA,NA,NA,NA,NA
ENSG00000129245,FXR2,protein_coding,NA,2222,1656,0,1605,NA,NA,NA,NA,NA,1568,1795,NA,NA,NA,NA,NA
ENSG00000168701,TMEM208,protein_coding,NA,2223,1658,0,NA,NA,NA,NA,NA,NA,NA,1658,NA,NA,NA,NA,NA
ENSG00000170759,KIF5B,protein_coding,NA,2224,1659.4,0,2344,NA,NA,NA,NA,NA,418,3756,682,NA,1097,NA,NA
ENSG00000155957,TMBIM4,protein_coding,NA,2225.5,1660,0,NA,NA,NA,NA,NA,NA,NA,1660,NA,NA,NA,NA,NA
ENSG00000170348,TMED10,protein_coding,NA,2225.5,1660,0,1587,NA,NA,NA,NA,NA,1987,3014,748,NA,964,NA,NA
ENSG00000109572,CLCN3,protein_coding,NA,2227.5,1661,0,923,342,NA,NA,NA,NA,2090,3289,NA,NA,NA,NA,NA
ENSG00000156299,TIAM1,protein_coding,NA,2227.5,1661,0,NA,NA,NA,NA,NA,NA,NA,1661,NA,NA,NA,NA,NA
ENSG00000072310,SREBF1,protein_coding,NA,2229,1663,0,NA,NA,NA,NA,NA,NA,NA,1663,NA,NA,NA,NA,NA
ENSG00000157404,KIT,protein_coding,NA,2230,1665.5,0,NA,NA,NA,NA,NA,NA,1204,2127,NA,NA,NA,NA,NA
ENSG00000085224,ATRX,protein_coding,NA,2231,1665.75,0,1653,860,NA,NA,NA,NA,1726,2424,NA,NA,NA,NA,NA
ENSG00000177807,KCNJ10,protein_coding,NA,2232,1667.333333,0,1953,NA,NA,NA,NA,NA,1962,1087,NA,NA,NA,NA,NA
ENSG00000119185,ITGB1BP1,protein_coding,NA,2234,1668,0,852,NA,NA,NA,NA,NA,1423,2729,NA,NA,NA,NA,NA
ENSG00000206052,DOK6,protein_coding,NA,2234,1668,0,1646,NA,NA,NA,NA,NA,NA,1690,NA,NA,NA,NA,NA
ENSG00000101444,AHCY,protein_coding,NA,2234,1668,0,NA,NA,NA,NA,NA,NA,NA,1668,NA,NA,NA,NA,NA
ENSG00000196776,CD47,protein_coding,NA,2236,1668.75,0,1749,NA,NA,NA,NA,NA,1653,2517,NA,NA,756,NA,NA
ENSG00000196235,SUPT5H,protein_coding,NA,2237,1671,0,NA,NA,NA,NA,NA,NA,NA,1671,NA,NA,NA,NA,NA
ENSG00000144867,SRPRB,protein_coding,NA,2238,1672,0,867,NA,NA,NA,NA,NA,1350,2799,NA,NA,NA,NA,NA
ENSG00000183597,TANGO2,protein_coding,NA,2239,1673,0,NA,NA,NA,NA,NA,NA,NA,1673,NA,NA,NA,NA,NA
ENSG00000037042,TUBG2,protein_coding,NA,2240,1674.333333,0,984,NA,NA,NA,NA,NA,1455,2584,NA,NA,NA,NA,NA
ENSG00000164061,BSN,protein_coding,NA,2241,1675.5,0,NA,NA,NA,NA,NA,NA,1589,1762,NA,NA,NA,NA,NA
ENSG00000214517,PPME1,protein_coding,NA,2242,1675.666667,0,1407,NA,NA,NA,NA,NA,NA,2951,NA,NA,669,NA,NA
ENSG00000116754,SRSF11,protein_coding,NA,2243,1676,0,2220,NA,NA,NA,NA,NA,1174,1634,NA,NA,NA,NA,NA
ENSG00000086758,HUWE1,protein_coding,NA,2244,1676.2,0,2005,NA,NA,NA,NA,NA,1858,3669,NA,NA,515,334,NA
ENSG00000013016,EHD3,protein_coding,NA,2245,1676.333333,0,988,NA,NA,NA,NA,NA,1345,2696,NA,NA,NA,NA,NA
ENSG00000087470,DNM1L,protein_coding,NA,2246,1676.8,0,1704,615,NA,NA,NA,NA,1786,3406,NA,NA,NA,NA,873
ENSG00000102978,POLR2C,protein_coding,NA,2247,1677,0,NA,NA,NA,NA,NA,NA,NA,1677,NA,NA,NA,NA,NA
ENSG00000174871,CNIH2,protein_coding,NA,2248,1677.5,0,561,NA,NA,NA,NA,NA,NA,2794,NA,NA,NA,NA,NA
ENSG00000136527,TRA2B,protein_coding,NA,2249,1679,0,NA,NA,NA,NA,NA,NA,805,2553,NA,NA,NA,NA,NA
ENSG00000116688,MFN2,protein_coding,NA,2250,1679.75,0,1751,NA,NA,NA,NA,NA,1119,2883,NA,NA,NA,NA,966
ENSG00000127603,MACF1,protein_coding,NA,2251,1680.4,0,1609,562,NA,NA,NA,NA,2029,3239,NA,NA,963,NA,NA
ENSG00000013374,NUB1,protein_coding,NA,2252,1681,0,NA,NA,NA,NA,NA,NA,NA,1681,NA,NA,NA,NA,NA
ENSG00000105373,NOP53,protein_coding,NA,2253,1681.666667,0,1371,NA,NA,NA,NA,NA,1979,1695,NA,NA,NA,NA,NA
ENSG00000075790,BCAP29,protein_coding,NA,2254.5,1682,0,1132,NA,NA,NA,NA,NA,2209,1705,NA,NA,NA,NA,NA
ENSG00000126261,UBA2,protein_coding,NA,2254.5,1682,0,1705,NA,NA,NA,NA,NA,1846,1495,NA,NA,NA,NA,NA
ENSG00000100413,POLR3H,protein_coding,NA,2256,1683,0,NA,NA,NA,NA,NA,NA,1683,NA,NA,NA,NA,NA,NA
ENSG00000187164,SHTN1,protein_coding,NA,2257,1683.333333,0,1111,NA,NA,NA,NA,NA,1877,2062,NA,NA,NA,NA,NA
ENSG00000119820,YIPF4,protein_coding,NA,2258,1683.5,0,1307,NA,NA,NA,NA,NA,NA,2060,NA,NA,NA,NA,NA
ENSG00000109133,TMEM33,protein_coding,NA,2259,1684,0,NA,NA,NA,NA,NA,NA,NA,1684,NA,NA,NA,NA,NA
ENSG00000048392,RRM2B,protein_coding,NA,2260,1685,0,NA,NA,NA,NA,NA,NA,NA,1685,NA,NA,NA,NA,NA
ENSG00000198648,STK39,protein_coding,NA,2261,1685.333333,0,1895,NA,NA,NA,NA,NA,780,2381,NA,NA,NA,NA,NA
ENSG00000014216,CAPN1,protein_coding,NA,2262,1686,0,1594,NA,NA,NA,NA,NA,2101,1363,NA,NA,NA,NA,NA
ENSG00000128272,ATF4,protein_coding,NA,2263,1686.4,0,865,1053,NA,NA,NA,NA,2145,3336,NA,NA,NA,NA,1033
ENSG00000180543,TSPYL5,protein_coding,NA,2264,1687,0,NA,NA,NA,NA,NA,NA,NA,1687,NA,NA,NA,NA,NA
ENSG00000178567,EPM2AIP1,protein_coding,NA,2265,1687.666667,0,1961,NA,NA,NA,NA,NA,974,2128,NA,NA,NA,NA,NA
ENSG00000175215,CTDSP2,protein_coding,NA,2266,1689,0,NA,NA,NA,NA,NA,NA,NA,1689,NA,NA,NA,NA,NA
ENSG00000087302,RTRAF,protein_coding,NA,2267.5,1690,0,1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000160551,TAOK1,protein_coding,NA,2267.5,1690,0,1997,NA,NA,NA,NA,NA,1915,1158,NA,NA,NA,NA,NA
ENSG00000197894,ADH5,protein_coding,NA,2269,1691,0,546,NA,NA,NA,NA,NA,1041,3486,NA,NA,NA,NA,NA
ENSG00000198162,MAN1A2,protein_coding,NA,2270,1691.25,0,1614,421,NA,NA,NA,NA,1932,2798,NA,NA,NA,NA,NA
ENSG00000127837,AAMP,protein_coding,NA,2271.5,1691.5,0,NA,NA,NA,NA,NA,NA,386,2997,NA,NA,NA,NA,NA
ENSG00000130640,TUBGCP2,protein_coding,NA,2271.5,1691.5,0,2281,NA,NA,NA,NA,NA,NA,1102,NA,NA,NA,NA,NA
ENSG00000118518,RNF146,protein_coding,NA,2273,1692,0,NA,NA,NA,NA,NA,NA,NA,1692,NA,NA,NA,NA,NA
ENSG00000139163,ETNK1,protein_coding,NA,2274,1693.333333,0,678,NA,NA,NA,NA,NA,1129,3273,NA,NA,NA,NA,NA
ENSG00000196950,SLC39A10,protein_coding,NA,2275,1694.333333,0,918,NA,NA,NA,NA,NA,1610,2555,NA,NA,NA,NA,NA
ENSG00000165502,RPL36AL,protein_coding,NA,2276,1694.5,0,701,758,NA,NA,NA,NA,1845,3474,NA,NA,NA,NA,NA
ENSG00000075618,FSCN1,protein_coding,NA,2277,1695.666667,0,1430,NA,NA,NA,NA,NA,1532,2125,NA,NA,NA,NA,NA
ENSG00000173273,TNKS,protein_coding,NA,2278,1696,0,NA,NA,NA,NA,NA,NA,NA,1696,NA,NA,NA,NA,NA
ENSG00000126457,PRMT1,protein_coding,NA,2279,1696.666667,0,2051,NA,NA,NA,NA,NA,1649,1390,NA,NA,NA,NA,NA
ENSG00000148730,EIF4EBP2,protein_coding,NA,2280.5,1697,0,2237,NA,NA,NA,NA,NA,NA,1157,NA,NA,NA,NA,NA
ENSG00000110888,CAPRIN2,protein_coding,NA,2280.5,1697,0,1341,NA,NA,NA,NA,NA,NA,2053,NA,NA,NA,NA,NA
ENSG00000215021,PHB2,protein_coding,NA,2282.5,1698.333333,0,1625,NA,NA,NA,NA,NA,1215,2255,NA,NA,NA,NA,NA
ENSG00000109099,PMP22,protein_coding,NA,2282.5,1698.333333,0,2320,NA,NA,NA,NA,NA,NA,1837,NA,NA,938,NA,NA
ENSG00000048740,CELF2,protein_coding,NA,2284,1699,0,NA,NA,NA,NA,NA,NA,NA,1699,NA,NA,NA,NA,NA
ENSG00000140905,GCSH,protein_coding,NA,2285,1699.25,0,992,923,NA,NA,NA,NA,2250,2632,NA,NA,NA,NA,NA
ENSG00000144285,SCN1A,protein_coding,NA,2286,1701,0,NA,NA,NA,NA,NA,NA,NA,1701,NA,NA,NA,NA,NA
ENSG00000107745,MICU1,protein_coding,NA,2287.5,1702,0,NA,NA,NA,NA,NA,NA,NA,1702,NA,NA,NA,NA,NA
ENSG00000133313,CNDP2,protein_coding,NA,2287.5,1702,0,1558,NA,NA,NA,NA,NA,1977,1571,NA,NA,NA,NA,NA
ENSG00000152578,GRIA4,protein_coding,NA,2289,1702.75,0,545,1061,NA,NA,NA,NA,1684,3521,NA,NA,NA,NA,NA
ENSG00000077097,TOP2B,protein_coding,NA,2290,1703.5,0,NA,NA,NA,NA,NA,NA,1566,1841,NA,NA,NA,NA,NA
ENSG00000205352,PRR13,protein_coding,NA,2291,1703.666667,0,1541,NA,NA,NA,NA,NA,2169,1401,NA,NA,NA,NA,NA
ENSG00000116237,ICMT,protein_coding,NA,2292,1706,0,NA,NA,NA,NA,NA,NA,NA,1706,NA,NA,NA,NA,NA
ENSG00000073921,PICALM,protein_coding,NA,2293,1706.5,0,2362,NA,NA,NA,NA,NA,NA,1051,NA,NA,NA,NA,NA
ENSG00000182149,IST1,protein_coding,NA,2294,1707,0,496,NA,NA,NA,NA,NA,NA,2918,NA,NA,NA,NA,NA
ENSG00000168439,STIP1,protein_coding,NA,2295,1709,0,1788,NA,NA,NA,NA,NA,NA,1630,NA,NA,NA,NA,NA
ENSG00000132589,FLOT2,protein_coding,NA,2296,1709.5,0,2191,NA,NA,NA,NA,NA,1457,2583,NA,NA,NA,607,NA
ENSG00000164258,NDUFS4,protein_coding,NA,2297.5,1709.666667,0,1036,NA,NA,NA,NA,NA,2035,2058,NA,NA,NA,NA,NA
ENSG00000134352,IL6ST,protein_coding,NA,2297.5,1709.666667,0,2134,NA,NA,NA,NA,NA,1666,1329,NA,NA,NA,NA,NA
ENSG00000109390,NDUFC1,protein_coding,NA,2299.5,1710,0,909,1062,NA,NA,NA,NA,1560,3309,NA,NA,NA,NA,NA
ENSG00000270647,TAF15,protein_coding,NA,2299.5,1710,0,NA,NA,NA,NA,NA,NA,NA,1710,NA,NA,NA,NA,NA
ENSG00000204590,GNL1,protein_coding,NA,2301,1711,0,NA,NA,NA,NA,NA,NA,NA,1711,NA,NA,NA,NA,NA
ENSG00000123119,NECAB1,protein_coding,NA,2302,1711.5,0,NA,NA,NA,NA,NA,NA,1561,1862,NA,NA,NA,NA,NA
ENSG00000160948,VPS28,protein_coding,NA,2303,1711.666667,0,1011,NA,NA,NA,NA,NA,1720,2404,NA,NA,NA,NA,NA
ENSG00000269293,ZSCAN16-AS1,lncRNA,NA,2305,1712,0,NA,NA,NA,NA,NA,NA,1712,NA,NA,NA,NA,NA,NA
ENSG00000214736,TOMM6,protein_coding,NA,2305,1712,0,2298,NA,NA,NA,NA,NA,NA,1126,NA,NA,NA,NA,NA
ENSG00000083067,TRPM3,protein_coding,NA,2305,1712,0,NA,NA,NA,NA,NA,NA,NA,1712,NA,NA,NA,NA,NA
ENSG00000105767,CADM4,protein_coding,NA,2307,1712.333333,0,1253,NA,NA,NA,NA,NA,967,2917,NA,NA,NA,NA,NA
ENSG00000153253,SCN3A,protein_coding,NA,2308,1713,0,NA,NA,NA,NA,NA,NA,NA,1713,NA,NA,NA,NA,NA
ENSG00000120805,ARL1,protein_coding,NA,2309,1714.666667,0,1972,NA,NA,NA,NA,NA,1908,1264,NA,NA,NA,NA,NA
ENSG00000128928,IVD,protein_coding,NA,2310,1715,0,NA,NA,NA,NA,NA,NA,NA,1715,NA,NA,NA,NA,NA
ENSG00000166128,RAB8B,protein_coding,NA,2311,1716,0,NA,NA,NA,NA,NA,NA,NA,1716,NA,NA,NA,NA,NA
ENSG00000084754,HADHA,protein_coding,NA,2312,1716.666667,0,1327,NA,NA,NA,NA,NA,453,3370,NA,NA,NA,NA,NA
ENSG00000112294,ALDH5A1,protein_coding,NA,2313,1717.666667,0,2007,NA,NA,NA,NA,NA,1448,1698,NA,NA,NA,NA,NA
ENSG00000141252,VPS53,protein_coding,NA,2314,1718,0,NA,NA,NA,NA,NA,NA,NA,1718,NA,NA,NA,NA,NA
ENSG00000137103,TMEM8B,protein_coding,NA,2315,1719,0,NA,NA,NA,NA,NA,NA,NA,1719,NA,NA,NA,NA,NA
ENSG00000166562,SEC11C,protein_coding,NA,2316,1720.8,0,2321,1014,NA,NA,NA,NA,1504,2697,NA,NA,NA,NA,1068
ENSG00000109956,B3GAT1,protein_coding,NA,2317.5,1721.5,0,NA,NA,NA,NA,NA,NA,1848,1595,NA,NA,NA,NA,NA
ENSG00000102317,RBM3,protein_coding,NA,2317.5,1721.5,0,2140,NA,NA,NA,NA,NA,1639,2477,630,NA,NA,NA,NA
ENSG00000143222,UFC1,protein_coding,NA,2319,1723,0,1902,NA,NA,NA,NA,NA,1108,2159,NA,NA,NA,NA,NA
ENSG00000119865,CNRIP1,protein_coding,NA,2321.5,1724,0,1380,NA,NA,NA,NA,NA,1834,1958,NA,NA,NA,NA,NA
ENSG00000163541,SUCLG1,protein_coding,NA,2321.5,1724,0,2236,NA,NA,NA,NA,NA,1889,1047,NA,NA,NA,NA,NA
ENSG00000182272,B4GALNT4,protein_coding,NA,2321.5,1724,0,555,NA,NA,NA,NA,NA,1230,3387,NA,NA,NA,NA,NA
ENSG00000150394,CDH8,protein_coding,NA,2321.5,1724,0,NA,NA,NA,NA,NA,NA,NA,1724,NA,NA,NA,NA,NA
ENSG00000157985,AGAP1,protein_coding,NA,2324,1724.333333,0,1822,NA,NA,NA,NA,NA,531,2820,NA,NA,NA,NA,NA
ENSG00000163170,BOLA3,protein_coding,NA,2325,1724.5,0,1312,NA,NA,NA,NA,NA,NA,2137,NA,NA,NA,NA,NA
ENSG00000163798,SLC4A1AP,protein_coding,NA,2326,1726.5,0,NA,NA,NA,NA,NA,NA,2079,1374,NA,NA,NA,NA,NA
ENSG00000060762,MPC1,protein_coding,NA,2327,1727,0,2261,NA,NA,NA,NA,NA,1229,1691,NA,NA,NA,NA,NA
ENSG00000115524,SF3B1,protein_coding,NA,2328,1727.5,0,1837,NA,NA,NA,NA,NA,NA,1618,NA,NA,NA,NA,NA
ENSG00000134825,TMEM258,protein_coding,NA,2329,1728,0,1007,NA,NA,NA,NA,NA,1238,2939,NA,NA,NA,NA,NA
ENSG00000132485,ZRANB2,protein_coding,NA,2330,1729,0,1050,NA,NA,NA,NA,NA,1101,3036,NA,NA,NA,NA,NA
ENSG00000167085,PHB,protein_coding,NA,2331,1730,0,1231,NA,NA,NA,NA,NA,1485,2474,NA,NA,NA,NA,NA
ENSG00000127995,CASD1,protein_coding,NA,2332,1730.5,0,2137,NA,NA,NA,NA,NA,1315,2990,480,NA,NA,NA,NA
ENSG00000063854,HAGH,protein_coding,NA,2333,1731.666667,0,2167,NA,NA,NA,NA,NA,1137,1891,NA,NA,NA,NA,NA
ENSG00000131558,EXOC4,protein_coding,NA,2334,1732,0,NA,NA,NA,NA,NA,NA,NA,1732,NA,NA,NA,NA,NA
ENSG00000138663,COPS4,protein_coding,NA,2335,1732.333333,0,1456,NA,NA,NA,NA,NA,1007,2734,NA,NA,NA,NA,NA
ENSG00000120913,PDLIM2,protein_coding,NA,2336,1733,0,NA,NA,NA,NA,NA,NA,NA,1733,NA,NA,NA,NA,NA
ENSG00000064042,LIMCH1,protein_coding,NA,2337,1733.666667,0,1716,NA,NA,NA,NA,NA,950,2535,NA,NA,NA,NA,NA
ENSG00000146729,NIPSNAP2,protein_coding,NA,2338,1734.6,0,2179,NA,NA,NA,NA,NA,1989,3255,NA,NA,847,NA,403
ENSG00000001461,NIPAL3,protein_coding,NA,2339.5,1736,0,2180,NA,NA,NA,NA,NA,1235,1793,NA,NA,NA,NA,NA
ENSG00000198677,TTC37,protein_coding,NA,2339.5,1736,0,NA,NA,NA,NA,NA,NA,NA,1736,NA,NA,NA,NA,NA
ENSG00000203875,SNHG5,lncRNA,NA,2341,1736.666667,0,1712,NA,NA,NA,NA,NA,1246,2252,NA,NA,NA,NA,NA
ENSG00000198892,SHISA4,protein_coding,NA,2342,1736.75,0,1733,NA,NA,NA,NA,NA,1310,3137,NA,NA,767,NA,NA
ENSG00000105723,GSK3A,protein_coding,NA,2343,1737.333333,0,1501,NA,NA,NA,NA,NA,720,2991,NA,NA,NA,NA,NA
ENSG00000107798,LIPA,protein_coding,NA,2344,1739,0,NA,NA,NA,NA,NA,NA,NA,1739,NA,NA,NA,NA,NA
ENSG00000243147,MRPL33,protein_coding,NA,2345,1740.5,0,1250,NA,NA,NA,NA,NA,NA,2231,NA,NA,NA,NA,NA
ENSG00000181409,AATK,protein_coding,NA,2346,1740.6,0,2328,NA,NA,NA,NA,NA,2128,3048,629,NA,570,NA,NA
ENSG00000131018,SYNE1,protein_coding,NA,2347,1740.666667,0,1713,NA,NA,NA,NA,NA,1826,1683,NA,NA,NA,NA,NA
ENSG00000133597,ADCK2,protein_coding,NA,2348,1741,0,NA,NA,NA,NA,NA,NA,NA,1741,NA,NA,NA,NA,NA
ENSG00000181449,SOX2,protein_coding,NA,2349,1741.5,0,1300,NA,NA,NA,NA,NA,2166,2370,NA,NA,1130,NA,NA
ENSG00000095059,DHPS,protein_coding,NA,2350,1743,0,NA,NA,NA,NA,NA,NA,NA,1743,NA,NA,NA,NA,NA
ENSG00000145912,NHP2,protein_coding,NA,2351,1744.333333,0,1599,NA,NA,NA,NA,NA,1823,1811,NA,NA,NA,NA,NA
ENSG00000262655,SPON1,protein_coding,NA,2352.5,1745,0,NA,NA,NA,NA,NA,NA,NA,1745,NA,NA,NA,NA,NA
ENSG00000041357,PSMA4,protein_coding,NA,2352.5,1745,0,2181,995,NA,NA,NA,NA,1698,2106,NA,NA,NA,NA,NA
ENSG00000182054,IDH2,protein_coding,NA,2354,1747.5,0,880,NA,NA,NA,NA,NA,NA,2615,NA,NA,NA,NA,NA
ENSG00000113742,CPEB4,protein_coding,NA,2355,1749,0,NA,NA,NA,NA,NA,NA,2117,1381,NA,NA,NA,NA,NA
ENSG00000144224,UBXN4,protein_coding,NA,2356,1750,0,NA,NA,NA,NA,NA,NA,1179,2321,NA,NA,NA,NA,NA
ENSG00000092199,HNRNPC,protein_coding,NA,2357,1750.8,0,1696,594,NA,NA,NA,NA,1732,3659,NA,NA,NA,NA,1073
ENSG00000135090,TAOK3,protein_coding,NA,2358.5,1751,0,NA,NA,NA,NA,NA,NA,1871,1631,NA,NA,NA,NA,NA
ENSG00000140836,ZFHX3,protein_coding,NA,2358.5,1751,0,NA,NA,NA,NA,NA,NA,NA,1751,NA,NA,NA,NA,NA
ENSG00000129083,COPB1,protein_coding,NA,2360.5,1752,0,NA,NA,NA,NA,NA,NA,NA,1752,NA,NA,NA,NA,NA
ENSG00000099994,SUSD2,protein_coding,NA,2360.5,1752,0,NA,NA,NA,NA,NA,NA,NA,3298,NA,NA,NA,206,NA
ENSG00000112309,B3GAT2,protein_coding,NA,2362,1753,0,NA,NA,NA,NA,NA,NA,NA,1753,NA,NA,NA,NA,NA
ENSG00000184014,DENND5A,protein_coding,NA,2363,1753.333333,0,2064,NA,NA,NA,NA,NA,1640,1556,NA,NA,NA,NA,NA
ENSG00000115216,NRBP1,protein_coding,NA,2364.5,1755,0,NA,NA,NA,NA,NA,NA,NA,1755,NA,NA,NA,NA,NA
ENSG00000099977,DDT,protein_coding,NA,2364.5,1755,0,1290,NA,NA,NA,NA,NA,1637,2338,NA,NA,NA,NA,NA
ENSG00000106993,CDC37L1,protein_coding,NA,2366,1755.5,0,NA,NA,NA,NA,NA,NA,995,2516,NA,NA,NA,NA,NA
ENSG00000277363,SRCIN1,protein_coding,NA,2367,1756,0,NA,NA,NA,NA,NA,NA,NA,1756,NA,NA,NA,NA,NA
ENSG00000133835,HSD17B4,protein_coding,NA,2368.5,1756.666667,0,2388,NA,NA,NA,NA,NA,1564,1318,NA,NA,NA,NA,NA
ENSG00000108774,RAB5C,protein_coding,NA,2368.5,1756.666667,0,2229,NA,NA,NA,NA,NA,680,2361,NA,NA,NA,NA,NA
ENSG00000213672,NCKIPSD,protein_coding,NA,2370,1757.5,0,NA,NA,NA,NA,NA,NA,718,2797,NA,NA,NA,NA,NA
ENSG00000150471,ADGRL3,protein_coding,NA,2371,1759,0,2260,NA,NA,NA,NA,NA,1659,1358,NA,NA,NA,NA,NA
ENSG00000198417,MT1F,protein_coding,NA,2372,1760,0,NA,NA,NA,NA,NA,NA,NA,1760,NA,NA,NA,NA,NA
ENSG00000144635,DYNC1LI1,protein_coding,NA,2373,1762.333333,0,1534,NA,NA,NA,NA,NA,794,2959,NA,NA,NA,NA,NA
ENSG00000162910,MRPL55,protein_coding,NA,2374,1762.5,0,848,NA,NA,NA,NA,NA,NA,2677,NA,NA,NA,NA,NA
ENSG00000169432,SCN9A,protein_coding,NA,2375,1763,0,NA,NA,NA,NA,NA,NA,NA,1763,NA,NA,NA,NA,NA
ENSG00000134153,EMC7,protein_coding,NA,2376,1763.333333,0,1051,NA,NA,NA,NA,NA,1973,2266,NA,NA,NA,NA,NA
ENSG00000103495,MAZ,protein_coding,NA,2377,1764,0,NA,NA,NA,NA,NA,NA,NA,1764,NA,NA,NA,NA,NA
ENSG00000160285,LSS,protein_coding,NA,2378,1765,0,1333,NA,NA,NA,NA,NA,2075,3183,NA,NA,469,NA,NA
ENSG00000135535,CD164,protein_coding,NA,2379.5,1765.666667,0,672,NA,NA,NA,NA,NA,1711,2914,NA,NA,NA,NA,NA
ENSG00000141279,NPEPPS,protein_coding,NA,2379.5,1765.666667,0,2190,NA,NA,NA,NA,NA,423,2684,NA,NA,NA,NA,NA
ENSG00000185236,RAB11B,protein_coding,NA,2381,1766.25,0,1939,NA,NA,NA,NA,NA,1868,2313,NA,NA,945,NA,NA
ENSG00000137710,RDX,protein_coding,NA,2382,1767.333333,0,2381,NA,NA,NA,NA,NA,2064,857,NA,NA,NA,NA,NA
ENSG00000243927,MRPS6,protein_coding,NA,2383,1768.333333,0,1667,NA,NA,NA,NA,NA,1783,1855,NA,NA,NA,NA,NA
ENSG00000198830,HMGN2,protein_coding,NA,2384,1768.666667,0,2417,NA,NA,NA,NA,NA,1071,1818,NA,NA,NA,NA,NA
ENSG00000134982,APC,protein_coding,NA,2387,1771,0,2290,NA,NA,NA,NA,NA,NA,1252,NA,NA,NA,NA,NA
ENSG00000166326,TRIM44,protein_coding,NA,2387,1771,0,2008,NA,NA,NA,NA,NA,1641,1664,NA,NA,NA,NA,NA
ENSG00000123106,CCDC91,protein_coding,NA,2387,1771,0,1654,NA,NA,NA,NA,NA,NA,1888,NA,NA,NA,NA,NA
ENSG00000139793,MBNL2,protein_coding,NA,2387,1771,0,2195,NA,NA,NA,NA,NA,1563,1555,NA,NA,NA,NA,NA
ENSG00000147255,IGSF1,protein_coding,NA,2387,1771,0,1262,NA,NA,NA,NA,NA,NA,2280,NA,NA,NA,NA,NA
ENSG00000170634,ACYP2,protein_coding,NA,2390,1771.5,0,959,NA,NA,NA,NA,NA,1821,3420,NA,NA,NA,NA,886
ENSG00000134202,GSTM3,protein_coding,NA,2391.5,1772,0,1488,NA,NA,NA,NA,NA,NA,2056,NA,NA,NA,NA,NA
ENSG00000136450,SRSF1,protein_coding,NA,2391.5,1772,0,1224,NA,NA,NA,NA,NA,744,3348,NA,NA,NA,NA,NA
ENSG00000168461,RAB31,protein_coding,NA,2393,1772.333333,0,2124,NA,NA,NA,NA,NA,1422,1771,NA,NA,NA,NA,NA
ENSG00000122692,SMU1,protein_coding,NA,2394,1773,0,NA,NA,NA,NA,NA,NA,NA,1773,NA,NA,NA,NA,NA
ENSG00000157654,PALM2-AKAP2,protein_coding,NA,2395,1773.5,0,1329,NA,NA,NA,NA,NA,NA,2218,NA,NA,NA,NA,NA
ENSG00000154229,PRKCA,protein_coding,NA,2396,1774,0,NA,NA,NA,NA,NA,NA,NA,1774,NA,NA,NA,NA,NA
ENSG00000188243,COMMD6,protein_coding,NA,2397,1774.666667,0,1693,NA,NA,NA,NA,NA,2021,1610,NA,NA,NA,NA,NA
ENSG00000143819,EPHX1,protein_coding,NA,2398,1775,0,2070,NA,NA,NA,NA,NA,NA,2579,NA,NA,676,NA,NA
ENSG00000163875,MEAF6,protein_coding,NA,2399,1775.333333,0,887,NA,NA,NA,NA,NA,2224,2215,NA,NA,NA,NA,NA
ENSG00000205581,HMGN1,protein_coding,NA,2400,1776.5,0,NA,NA,NA,NA,NA,NA,1369,2184,NA,NA,NA,NA,NA
ENSG00000063046,EIF4B,protein_coding,NA,2401,1777.333333,0,2397,NA,NA,NA,NA,NA,273,2662,NA,NA,NA,NA,NA
ENSG00000166783,MARF1,protein_coding,NA,2402,1778,0,NA,NA,NA,NA,NA,NA,NA,1778,NA,NA,NA,NA,NA
ENSG00000100568,VTI1B,protein_coding,NA,2403,1778.666667,0,1649,NA,NA,NA,NA,NA,368,3319,NA,NA,NA,NA,NA
ENSG00000205302,SNX2,protein_coding,NA,2404.5,1779,0,NA,NA,NA,NA,NA,NA,507,3051,NA,NA,NA,NA,NA
ENSG00000260807,AC009041.2,lncRNA,NA,2404.5,1779,0,NA,NA,NA,NA,NA,NA,NA,1779,NA,NA,NA,NA,NA
ENSG00000154328,NEIL2,protein_coding,NA,2406,1780,0,NA,NA,NA,NA,NA,NA,NA,1780,NA,NA,NA,NA,NA
ENSG00000132424,PNISR,protein_coding,NA,2407.5,1783,0,NA,NA,NA,NA,NA,NA,NA,1783,NA,NA,NA,NA,NA
